quality,proportion
fulldim7,0.14715821812596006
minormajor7,0.13210445468509985
major7,0.13118279569892474
augmajor7,0.12811059907834102
majorminor7,0.1259600614439324
halfdim7,0.11643625192012289
augminor7,0.11121351766513057
minor7,0.10783410138248847
