quality,proportion
halfdim7,0.1377049180327869
majorminor7,0.13573770491803278
minor7,0.13245901639344262
fulldim7,0.12721311475409836
major7,0.12655737704918033
augminor7,0.11934426229508197
minormajor7,0.11147540983606558
augmajor7,0.10950819672131147
