quality,proportion
minor7,0.16796440489432704
augminor7,0.14126807563959956
majorminor7,0.13848720800889877
halfdim7,0.13292547274749722
major7,0.12736373748609567
minormajor7,0.12235817575083426
augmajor7,0.09510567296996662
fulldim7,0.07452725250278086
