cluster,max_label,max_proportion
0,fulldim7,0.12767528
1,major7,0.125
2,minormajor7,0.1284784
3,halfdim7,0.13636364
4,fulldim7,0.13651878
5,fulldim7,0.13043478
6,augmajor7,0.12935324
7,minor7,0.12612164
8,augmajor7,0.13142857
9,augminor7,0.13326447
10,major7,0.13181937
11,majorminor7,0.12628865
12,fulldim7,0.13464697
13,minor7,0.12613784
14,fulldim7,0.13157895
15,major7,0.128
16,fulldim7,0.13263243
17,augmajor7,0.13461539
18,fulldim7,0.1317716
19,augmajor7,0.13231888
20,augmajor7,0.14184898
21,minor7,0.13165267
22,minor7,0.12787724
23,major7,0.13364056
24,fulldim7,0.13153154
25,minor7,0.12762763
26,halfdim7,0.1306018
27,minor7,0.13153233
