quality,proportion
fulldim7,0.12723967800571281
minor7,0.12698000519345626
major7,0.12646065956894312
majorminor7,0.12620098675668656
augmajor7,0.1249026226954038
halfdim7,0.12360425863412101
minormajor7,0.12230589457283822
augminor7,0.12230589457283822
