cluster,max_label,max_proportion
0,fulldim7,0.13079932
1,major7,0.125
2,fulldim7,0.13037935
3,halfdim7,0.13636364
4,halfdim7,0.13346516
5,fulldim7,0.13176145
6,minor7,0.12950258
7,augminor7,0.13053097
8,augminor7,0.13669822
9,augminor7,0.13109955
10,minor7,0.13129973
11,majorminor7,0.12612613
12,minormajor7,0.13140312
13,minor7,0.12605588
14,fulldim7,0.13176471
15,major7,0.12532637
16,fulldim7,0.13275434
17,augmajor7,0.13461539
18,augminor7,0.13338658
19,augmajor7,0.13370089
20,fulldim7,0.1323077
21,minor7,0.13263786
22,major7,0.1299435
23,minormajor7,0.1310282
