quality,proportion
minor7,0.12982035928143712
fulldim7,0.12934131736526946
major7,0.12706586826347305
halfdim7,0.12706586826347305
minormajor7,0.12395209580838323
majorminor7,0.12311377245508982
augmajor7,0.12167664670658683
augminor7,0.11796407185628742
