quality,proportion
minor7,0.13004846526655897
fulldim7,0.12964458804523424
halfdim7,0.12520193861066237
minormajor7,0.12479806138933765
majorminor7,0.12399030694668821
major7,0.12358642972536349
augmajor7,0.1215670436187399
augminor7,0.12116316639741519
