cluster,max_label,max_proportion
0,3a4,0.23809524
1,3a4,0.0625
2,4a7,0.06481481
3,5a8,0.054347824
4,5a11,0.045454547
5,7a9,0.04511278
6,4a7,0.09375
7,3a4,0.12048193
8,10a11,0.08163265
9,2a3,0.2
10,3a8,0.14285715
11,4a9,0.06896552
12,2a3,0.21276596
13,10a11,0.06521739
14,2a7,0.13636364
15,3a4,0.05882353
16,2a5,0.2
17,7a11,0.054474708
18,2a7,0.074074075
19,2a7,0.1904762
20,2a3,0.114285715
21,6a7,0.125
22,4a5,0.12
23,4a5,0.08571429
24,9a10,0.069767445
25,5a11,0.05882353
26,2a7,0.11764706
27,4a9,0.069767445
28,11a12,0.05263158
29,2a7,0.4
30,10a11,0.054054055
31,10a11,0.06153846
32,3a4,0.083333336
33,6a11,0.05042017
34,2a5,0.07971015
35,11a12,0.12
36,5a8,0.08
37,3a4,0.097087376
38,2a3,0.5555556
39,2a3,0.6
40,5a9,0.055555556
41,4a7,0.078947365
42,6a11,0.054054055
43,10a11,0.07272727
44,2a5,0.0882353
45,4a5,0.0625
46,4a5,0.0625
47,4a9,0.071428575
48,7a9,0.053333335
49,4a7,0.10526316
50,2a3,1.0
51,2a3,0.42857143
52,2a7,0.12
53,3a4,0.1
54,2a3,0.5714286
55,2a7,0.22222222
56,2a5,0.375
57,3a7,0.4
58,3a5,0.1904762
59,2a5,0.08108108
60,2a7,0.33333334
61,3a7,0.083333336
62,2a7,0.2857143
63,2a5,0.33333334
64,4a7,0.06451613
65,2a3,1.0
66,10a11,0.13333334
67,7a9,0.055555556
68,2a7,1.0
69,11a12,0.13793103
70,2a5,0.09756097
71,9a10,0.13043478
72,2a5,0.4
73,2a7,0.1
74,2a7,0.42857143
75,3a8,0.083333336
76,3a7,0.1
77,2a7,0.2857143
78,2a7,0.14285715
79,8a9,0.0625
80,11a12,0.08791209
81,4a5,0.08571429
82,2a3,1.0
83,2a3,0.6666667
84,2a3,1.0
85,5a6,0.1
86,2a3,0.54545456
87,2a5,0.25
88,4a9,0.09090909
89,2a5,0.33333334
90,2a7,0.6666667
91,2a7,0.33333334
92,4a5,0.22222222
93,4a7,0.08571429
94,3a7,0.10526316
95,4a9,0.1764706
96,3a4,0.0952381
97,4a9,0.18181819
