poly,proportion
7a12,0.07017543859649122
9a11,0.07017543859649122
11a12,0.06140350877192982
6a11,0.06140350877192982
9a10,0.06140350877192982
7a9,0.06140350877192982
5a11,0.05263157894736842
10a11,0.05263157894736842
7a11,0.05263157894736842
8a11,0.05263157894736842
5a8,0.05263157894736842
7a8,0.05263157894736842
7a10,0.043859649122807015
8a9,0.043859649122807015
4a7,0.03508771929824561
5a9,0.03508771929824561
3a8,0.02631578947368421
4a9,0.02631578947368421
5a7,0.017543859649122806
6a7,0.017543859649122806
4a5,0.017543859649122806
5a6,0.008771929824561403
3a4,0.008771929824561403
3a5,0.008771929824561403
3a7,0.008771929824561403
