cluster,max_label,max_proportion
0,3a7,0.051660515
1,2a3,0.10843374
2,2a3,0.093406595
3,2a3,0.14720812
4,7a10,0.060606062
5,4a9,0.04680851
6,7a12,0.062176164
7,2a3,0.18965517
8,6a7,0.056603774
9,5a6,0.0513834
10,2a7,0.055214725
11,2a7,0.05668016
12,4a5,0.06504065
13,4a9,0.042016808
14,2a3,0.11811024
15,11a12,0.078947365
16,11a12,0.074285716
17,6a11,0.060913704
18,2a5,0.056410257
19,7a9,0.056338027
20,9a10,0.06486487
21,11a12,0.07017544
22,2a7,0.05978261
23,11a12,0.0877193
24,10a11,0.10909091
25,2a3,0.13513513
26,2a3,0.14705883
27,2a5,0.07608695
