poly,proportion
7a10,0.06132075471698113
6a7,0.05660377358490566
7a12,0.05188679245283019
7a9,0.04716981132075472
5a8,0.04716981132075472
7a8,0.04716981132075472
3a8,0.04245283018867924
4a7,0.04245283018867924
6a11,0.04245283018867924
7a11,0.04245283018867924
8a9,0.04245283018867924
8a11,0.04245283018867924
11a12,0.03773584905660377
3a7,0.03773584905660377
5a7,0.03773584905660377
5a11,0.03773584905660377
9a11,0.0330188679245283
9a10,0.0330188679245283
10a11,0.02830188679245283
5a6,0.02830188679245283
3a5,0.02830188679245283
5a9,0.02358490566037736
4a9,0.02358490566037736
2a7,0.02358490566037736
3a4,0.02358490566037736
4a5,0.018867924528301886
2a5,0.009433962264150943
2a3,0.009433962264150943
