cluster,max_label,max_proportion
0,4a7,0.064327486
1,8a9,0.08
2,4a5,0.12244898
3,2a3,0.15384616
4,2a5,0.3478261
5,8a9,0.06779661
6,11a12,0.050583657
7,3a8,0.073529415
8,7a10,0.07272727
9,11a12,0.083333336
10,7a10,0.074074075
11,4a5,0.07
12,4a7,0.07954545
13,2a3,0.2
14,4a9,0.07317073
15,2a7,0.1627907
16,2a5,0.1875
17,10a11,0.06818182
18,11a12,0.10204082
19,11a12,0.06369427
20,7a9,0.071428575
21,8a11,0.056410257
22,2a3,0.85714287
23,4a9,0.07462686
24,4a5,0.078125
25,3a5,0.17391305
26,2a3,0.12903225
27,10a11,0.114285715
28,8a11,0.08571429
29,7a11,0.14285715
30,10a11,0.10344828
31,2a5,0.1875
32,4a9,0.071428575
33,4a9,0.071428575
34,2a7,0.071428575
35,2a5,0.1125
36,6a7,0.083333336
37,5a11,0.08695652
38,6a7,0.0952381
39,3a7,0.08
40,2a3,0.5833333
41,2a7,0.09375
42,2a3,0.39130434
43,2a7,0.23529412
44,2a7,0.09375
45,2a7,0.14285715
46,3a8,0.09090909
47,11a12,0.09876543
48,2a3,0.13636364
49,3a4,0.115384616
50,3a7,0.14285715
51,2a5,0.078947365
52,10a11,0.0945946
53,5a8,0.08888889
54,4a5,0.14035088
55,4a9,0.05882353
56,2a3,0.26086956
57,2a7,0.09090909
58,2a5,0.083333336
59,2a3,0.6
60,2a7,0.2631579
61,6a11,0.074074075
62,5a8,0.071428575
63,2a5,0.06306306
64,2a3,0.375
65,2a7,0.375
66,2a5,0.2857143
67,10a11,0.121212125
68,9a10,0.08791209
69,11a12,0.24
70,2a3,0.15254237
71,10a11,0.1
72,2a7,0.16
73,2a7,0.13333334
74,4a9,0.07608695
75,5a8,0.06896552
76,2a7,0.2857143
77,4a7,0.08571429
78,7a9,0.07575758
79,3a4,0.21428572
80,9a10,0.125
81,2a5,0.1
82,2a7,0.14285715
83,7a12,0.08571429
84,3a7,0.10714286
85,4a9,0.11904762
86,9a10,0.12765957
87,7a8,0.15384616
88,2a7,0.15384616
89,3a4,0.33333334
90,5a6,0.08695652
91,4a5,0.075
92,3a4,0.0882353
93,4a5,0.067567565
94,7a8,0.11627907
95,4a9,0.07594936
96,3a4,0.33333334
97,2a7,0.15
